location_id;stall_id;id;name;in_stock;in_menu;school_price;public_price;category;kcal;compulsory_options;optional_options;tags;image_url
1;7;104;Big (Tai) Pau;TRUE;TRUE;1.4;1.5;2;400;{};{};;
1;7;105;Fan Choy;TRUE;TRUE;1.6;1.7;2;300;{};{};;
1;7;106;Lor Mai Kai;TRUE;TRUE;1.4;1.5;2;400;{};{};;
1;8;1;Plain Waffle;TRUE;TRUE;1;1.2;2;;{};{"Toppings":{"Sprinkles":{"cost":0.3},"Cinnamon":{"cost":0.3},"Butter":{"cost":0.3},"Chocolate Chips":{"cost":0.3},"Cheese":{"cost":0.5},"Ham":{"cost":0.5},"Tuna":{"cost":0.5},"Nutella":{"cost":0.5}}};;
1;8;2;Butter Waffle;TRUE;TRUE;1.3;1.5;2;;{};{"Toppings":{"Sprinkles":{"cost":0.3},"Cinnamon":{"cost":0.3},"Butter":{"cost":0.3},"Chocolate Chips":{"cost":0.3},"Cheese":{"cost":0.5},"Ham":{"cost":0.5},"Tuna":{"cost":0.5},"Nutella":{"cost":0.5}}};;
1;8;3;Blueberry Waffle;TRUE;TRUE;1.3;1.5;2;;{};{"Toppings":{"Sprinkles":{"cost":0.3},"Cinnamon":{"cost":0.3},"Butter":{"cost":0.3},"Chocolate Chips":{"cost":0.3},"Cheese":{"cost":0.5},"Ham":{"cost":0.5},"Tuna":{"cost":0.5},"Nutella":{"cost":0.5}}};;
1;8;4;Strawberry Waffle;TRUE;TRUE;1.3;1.5;2;;{};{"Toppings":{"Sprinkles":{"cost":0.3},"Cinnamon":{"cost":0.3},"Butter":{"cost":0.3},"Chocolate Chips":{"cost":0.3},"Cheese":{"cost":0.5},"Ham":{"cost":0.5},"Tuna":{"cost":0.5},"Nutella":{"cost":0.5}}};;
1;8;5;Pandan Kaya Waffle;TRUE;TRUE;1.3;1.5;2;;{};{"Toppings":{"Sprinkles":{"cost":0.3},"Cinnamon":{"cost":0.3},"Butter":{"cost":0.3},"Chocolate Chips":{"cost":0.3},"Cheese":{"cost":0.5},"Ham":{"cost":0.5},"Tuna":{"cost":0.5},"Nutella":{"cost":0.5}}};;
1;8;6;Chocolate Waffle;TRUE;TRUE;1.4;1.6;2;;{};{"Toppings":{"Sprinkles":{"cost":0.3},"Cinnamon":{"cost":0.3},"Butter":{"cost":0.3},"Chocolate Chips":{"cost":0.3},"Cheese":{"cost":0.5},"Ham":{"cost":0.5},"Tuna":{"cost":0.5},"Nutella":{"cost":0.5}}};;
1;8;7;Nutella Waffle;TRUE;TRUE;1.8;2;2;;{};{"Toppings":{"Sprinkles":{"cost":0.3},"Cinnamon":{"cost":0.3},"Butter":{"cost":0.3},"Chocolate Chips":{"cost":0.3},"Cheese":{"cost":0.5},"Ham":{"cost":0.5},"Tuna":{"cost":0.5},"Nutella":{"cost":0.5}}};;
1;8;8;Butter Cinnamon Waffle;TRUE;TRUE;1.4;1.6;2;;{};{"Toppings":{"Sprinkles":{"cost":0.3},"Cinnamon":{"cost":0.3},"Butter":{"cost":0.3},"Chocolate Chips":{"cost":0.3},"Cheese":{"cost":0.5},"Ham":{"cost":0.5},"Tuna":{"cost":0.5},"Nutella":{"cost":0.5}}};;
1;8;9;Strawberry Sprinkles Waffle;TRUE;TRUE;1.5;1.7;2;;{};{"Toppings":{"Sprinkles":{"cost":0.3},"Cinnamon":{"cost":0.3},"Butter":{"cost":0.3},"Chocolate Chips":{"cost":0.3},"Cheese":{"cost":0.5},"Ham":{"cost":0.5},"Tuna":{"cost":0.5},"Nutella":{"cost":0.5}}};;
1;8;10;Honey Waffle;TRUE;TRUE;1.5;1.7;2;;{};{"Toppings":{"Sprinkles":{"cost":0.3},"Cinnamon":{"cost":0.3},"Butter":{"cost":0.3},"Chocolate Chips":{"cost":0.3},"Cheese":{"cost":0.5},"Ham":{"cost":0.5},"Tuna":{"cost":0.5},"Nutella":{"cost":0.5}}};;
1;8;11;Choc & Nuts Waffle;TRUE;TRUE;1.6;1.8;2;;{};{"Toppings":{"Sprinkles":{"cost":0.3},"Cinnamon":{"cost":0.3},"Butter":{"cost":0.3},"Chocolate Chips":{"cost":0.3},"Cheese":{"cost":0.5},"Ham":{"cost":0.5},"Tuna":{"cost":0.5},"Nutella":{"cost":0.5}}};;
1;8;12;Cream Cheese & Chocolate Chips Waffle;TRUE;TRUE;2;2.2;2;;{};{"Toppings":{"Sprinkles":{"cost":0.3},"Cinnamon":{"cost":0.3},"Butter":{"cost":0.3},"Chocolate Chips":{"cost":0.3},"Cheese":{"cost":0.5},"Ham":{"cost":0.5},"Tuna":{"cost":0.5},"Nutella":{"cost":0.5}}};;
1;8;13;Cookies & Cream Waffle;TRUE;TRUE;2;2.2;2;;{};{"Toppings":{"Sprinkles":{"cost":0.3},"Cinnamon":{"cost":0.3},"Butter":{"cost":0.3},"Chocolate Chips":{"cost":0.3},"Cheese":{"cost":0.5},"Ham":{"cost":0.5},"Tuna":{"cost":0.5},"Nutella":{"cost":0.5}}};;
1;8;14;Milk Cereal Waffle;TRUE;TRUE;2;2.2;2;;{};{"Toppings":{"Sprinkles":{"cost":0.3},"Cinnamon":{"cost":0.3},"Butter":{"cost":0.3},"Chocolate Chips":{"cost":0.3},"Cheese":{"cost":0.5},"Ham":{"cost":0.5},"Tuna":{"cost":0.5},"Nutella":{"cost":0.5}}};;
1;8;15;Ham & Cheese Waffle;TRUE;TRUE;2.2;2.6;2;;{};{"Toppings":{"Sprinkles":{"cost":0.3},"Cinnamon":{"cost":0.3},"Butter":{"cost":0.3},"Chocolate Chips":{"cost":0.3},"Cheese":{"cost":0.5},"Ham":{"cost":0.5},"Tuna":{"cost":0.5},"Nutella":{"cost":0.5}}};;
1;8;16;Chocolate Banana Waffle;TRUE;TRUE;1.9;2.1;2;;{};{"Toppings":{"Sprinkles":{"cost":0.3},"Cinnamon":{"cost":0.3},"Butter":{"cost":0.3},"Chocolate Chips":{"cost":0.3},"Cheese":{"cost":0.5},"Ham":{"cost":0.5},"Tuna":{"cost":0.5},"Nutella":{"cost":0.5}}};;
1;8;17;Nutella Banana Waffle;TRUE;TRUE;2.3;2.5;2;;{};{"Toppings":{"Sprinkles":{"cost":0.3},"Cinnamon":{"cost":0.3},"Butter":{"cost":0.3},"Chocolate Chips":{"cost":0.3},"Cheese":{"cost":0.5},"Ham":{"cost":0.5},"Tuna":{"cost":0.5},"Nutella":{"cost":0.5}}};;
1;8;18;Tuna Mayo Waffle;TRUE;TRUE;2.2;2.6;2;;{};{"Toppings":{"Sprinkles":{"cost":0.3},"Cinnamon":{"cost":0.3},"Butter":{"cost":0.3},"Chocolate Chips":{"cost":0.3},"Cheese":{"cost":0.5},"Ham":{"cost":0.5},"Tuna":{"cost":0.5},"Nutella":{"cost":0.5}}};;
1;8;19;Durian Waffle;TRUE;TRUE;2;2.2;2;;{};{"Toppings":{"Sprinkles":{"cost":0.3},"Cinnamon":{"cost":0.3},"Butter":{"cost":0.3},"Chocolate Chips":{"cost":0.3},"Cheese":{"cost":0.5},"Ham":{"cost":0.5},"Tuna":{"cost":0.5},"Nutella":{"cost":0.5}}};;
1;8;20;Butter Salt Corn Cup;TRUE;TRUE;1.6;1.9;2;;{};{};;
1;8;21;Chocolate Salt Corn Cup;TRUE;TRUE;1.9;2.3;2;;{};{};;
1;8;22;Butter Salt Milk Corn Cup;TRUE;TRUE;1.9;2.3;2;;{};{};;
1;8;23;Takoyaki (3);TRUE;TRUE;2;2.4;2;;{};{};;
1;8;24;Takoyaki (4);TRUE;TRUE;2.5;3;2;;{};{};;
1;8;25;Octopus Takoyaki;TRUE;TRUE;;;;;{};{};;
1;8;26;Ham Takoyaki;TRUE;TRUE;;;;;{};{};;
1;8;27;Crabstick Takoyaki;TRUE;TRUE;;;;;{};{};;
1;8;28;Prawn Takoyaki;TRUE;TRUE;;;;;{};{};;
1;9;1;Lontong;TRUE;TRUE;3;;1;;{};{};;
1;9;2;Mee Rebus;TRUE;TRUE;3;;1;;{};{};;
1;9;3;Mee Soto;TRUE;TRUE;3;;1;;{};{};;
1;9;4;Mee Bakso;TRUE;TRUE;3;;1;;{};{};;
1;9;5;Mee Siam;TRUE;TRUE;3;;1;;{};{};;
1;9;6;Chicken Porridge;TRUE;TRUE;2.5;;1;;{};{};;
1;9;7;Bee Hoon + Egg;TRUE;TRUE;2.5;;1;;{};{};;
1;9;8;Fried Rice + Egg;TRUE;TRUE;2.5;;1;;{};{};;
1;9;9;Nasi Ayam Penyet;TRUE;TRUE;4.5;;1;;{};{};;
1;9;10;Nasi Lemak Banana Leaf;TRUE;TRUE;2;;1;;{};{};;
1;9;11;Rice + 2 Meat + 2 Veg/Side;TRUE;TRUE;4.5;;1;;{};{};;
1;9;12;Rice + 1 Meat + 2 Veg/Side;TRUE;TRUE;3.5;;1;;{};{};;
1;9;13;Rice + 2 Meat + 1 Veg//Side;TRUE;TRUE;4;;1;;{};{};;
1;9;14;Nasi Padang Fish;TRUE;TRUE;2.5;;3;;{};{};;
1;9;15;Nasi Padang Sliced Fish;TRUE;TRUE;2;;3;;{};{};;
1;9;16;Nasi Padang Chicken;TRUE;TRUE;1.8;;3;;{};{};;
1;9;17;Nasi Padang Beef;TRUE;TRUE;2.5;;3;;{};{};;
1;9;18;Nasi Padang Mutton;TRUE;TRUE;2.8;;3;;{};{};;
1;9;19;Nasi Padang Sotong;TRUE;TRUE;2;;3;;{};{};;
1;9;20;Nasi Padang Prawn;TRUE;TRUE;2.5;;3;;{};{};;
1;9;21;Nasi Padang Sardine;TRUE;TRUE;2;;3;;{};{};;
1;9;22;Vegetable;TRUE;TRUE;0.7;;3;;{};{};;
1;9;23;Egg/Tau Foo;TRUE;TRUE;0.7;;3;;{};{};;
1;9;24;Fish Cake/Ball;TRUE;TRUE;0.7;;3;;{};{};;
1;9;25;Sausage/Bagedil;TRUE;TRUE;0.7;;3;;{};{};;
1;9;26;Anchovies;TRUE;TRUE;1;;2;;{};{};;
1;9;27;Chicken Parts;TRUE;TRUE;1;;2;;{};{};;
1;9;28;Sambal Goreng;TRUE;TRUE;1;;2;;{};{};;
1;9;29;Terung Belado;TRUE;TRUE;1;;2;;{};{};;
1;9;30;Curry Puff (3);TRUE;TRUE;1;1.2;2;;{};{};;
1;9;31;Sambosa (3);TRUE;TRUE;1;1.2;2;;{};{};;
1;9;32;Popiah (3);TRUE;TRUE;1;1.2;2;;{};{};;
1;9;33;Doughnut (3);TRUE;TRUE;1;1.2;2;;{};{};;
1;9;34;Green Bean (3);TRUE;TRUE;1;1.2;2;;{};{};;
1;9;35;Goreng Pisang (3);TRUE;TRUE;1;1.2;2;;{};{};;
1;9;36;Curry Puff;TRUE;TRUE;0.4;0.4;2;;{};{};;
1;9;37;Sambosa;TRUE;TRUE;0.4;0.4;2;;{};{};;
1;9;38;Popiah;TRUE;TRUE;0.4;0.4;2;;{};{};;
1;9;39;Doughnut;TRUE;TRUE;0.4;0.4;2;;{};{};;
1;9;40;Green Bean;TRUE;TRUE;0.4;0.4;2;;{};{};;
1;9;41;Goreng Pisang;TRUE;TRUE;0.4;0.4;2;;{};{};;
1;9;42;Nyonya Kueh;TRUE;TRUE;0.4;0.6;2;;{};{};;
